emp_no,first_name,last_name,title,from_date,to_date
16383,Lidong,Czap,Engineer,1986-09-24,1994-09-24
16384,Dmitry,Heuser,Senior Engineer,1996-12-27,9999-01-01
16388,Subhankar,Georgatos,Senior Staff,1996-01-30,9999-01-01
16392,Danae,Keustermans,Staff,1998-10-28,9999-01-01
16397,Shimshon,Cusworth,Senior Staff,1990-05-24,9999-01-01
16398,Limsoon,Krzyzanowski,Senior Staff,1993-07-31,9999-01-01
16399,Apostol,Collette,Senior Staff,1992-04-16,9999-01-01
16404,Rafols,Rabehasaina,Engineer,1987-07-19,1993-07-18
16405,Demos,Worfolk,Engineer,1998-11-19,9999-01-01
16412,Moss,Tokunaga,Technique Leader,1989-03-10,9999-01-01
16415,Subhash,Ohori,Engineer,1992-12-29,2000-12-29
16425,Idoia,Beerel,Senior Engineer,1989-12-15,9999-01-01
16426,Mabry,Dulli,Senior Engineer,1996-11-27,9999-01-01
16427,Denny,Danecki,Senior Engineer,1991-07-19,9999-01-01
16437,Val,Nyrup,Senior Staff,1996-03-30,9999-01-01
16438,Abdulla,Demeyer,Engineer,1991-04-09,1996-04-08
16446,Jouko,Chinin,Senior Staff,1992-07-05,9999-01-01
16447,Zhiguo,Savasere,Engineer,1992-04-18,1999-04-19
16448,Tsvetan,Zwicker,Engineer,1992-04-25,1999-04-26
16452,Weiye,Tsukune,Engineer,1995-11-29,2000-11-28
16453,Goncalo,Basart,Senior Staff,1994-12-16,9999-01-01
16457,Gudjon,DiGiano,Engineer,1994-12-11,1999-12-11
16466,Atreye,Parveen,Engineer,1997-03-28,2002-03-28
16471,Bogdan,Birta,Staff,1999-08-03,9999-01-01
16472,Dekang,Uhrik,Senior Engineer,1991-06-21,9999-01-01
16479,Jixiang,Eiter,Senior Staff,1992-04-13,9999-01-01
16480,Patricio,Tramer,Senior Staff,2001-01-19,9999-01-01
16481,Tadahiko,Rothe,Senior Staff,2000-06-24,9999-01-01
16482,Dinkar,Pettit,Senior Staff,1996-11-04,9999-01-01
16484,Remko,Redmiles,Senior Staff,1998-04-07,9999-01-01
16486,Sanjay,Perin,Senior Staff,1992-03-17,9999-01-01
16487,Arunas,Yemenis,Senior Staff,2001-10-18,9999-01-01
16490,Muzhong,Thiria,Senior Staff,1987-04-06,9999-01-01
16491,Emdad,Radwan,Senior Staff,2001-10-03,9999-01-01
16499,Aran,Legleitner,Engineer,1997-08-06,9999-01-01
16504,Mong,Cromarty,Senior Engineer,1992-05-06,9999-01-01
16508,Kwok,Haddadi,Senior Staff,2001-11-27,9999-01-01
16510,Mototsugu,Vecchio,Senior Staff,1994-04-06,9999-01-01
16511,Visit,McFarlin,Senior Staff,2000-05-07,9999-01-01
16526,Saeko,Coorg,Engineer,1997-10-25,9999-01-01
16530,Martina,Ozeri,Staff,1994-08-18,9999-01-01
16535,Bluma,Bhattacharjee,Engineer,1999-01-11,9999-01-01
16537,Weidon,Seiwald,Senior Engineer,1991-08-03,9999-01-01
16539,Gretta,Fetvedt,Engineer,1987-12-07,1993-12-06
16544,Xiaoshan,Schaap,Staff,1995-04-02,9999-01-01
16546,Sangeeta,Lanphier,Engineer,1986-03-16,1995-03-16
16549,Olivera,Thibadeau,Senior Staff,2000-03-02,9999-01-01
16551,Sadegh,Ranon,Senior Engineer,1986-08-21,9999-01-01
16554,Weicheng,Taubman,Engineer,1994-08-24,1999-08-24
16556,Mostafa,Hiltgen,Senior Engineer,1987-12-27,9999-01-01
16559,Weijing,Kruskal,Senior Engineer,1989-01-05,9999-01-01
16567,Hein,Senzako,Senior Staff,1989-12-24,9999-01-01
16569,Henk,Cyre,Senior Staff,1998-02-12,9999-01-01
16570,Uta,Matzen,Engineer,1994-03-25,2000-03-24
16577,Lidong,McFarlan,Senior Engineer,1999-07-23,9999-01-01
16580,Masaru,Valiente,Senior Engineer,1986-06-20,9999-01-01
16582,Sanjiv,McFarlin,Staff,1998-10-03,9999-01-01
16586,Uno,Peyn,Senior Staff,2001-12-30,9999-01-01
16588,Persi,Rubsam,Senior Staff,1992-10-17,9999-01-01
16607,Vishwani,Honglei,Senior Staff,1993-09-17,9999-01-01
16616,Danai,Staelin,Senior Engineer,1989-10-28,9999-01-01
16617,Aluzio,Noriega,Senior Engineer,1993-10-02,9999-01-01
16619,Arvind,Boguraev,Engineer,1987-09-20,1993-09-19
16622,Yifei,Herbst,Staff,1996-11-21,9999-01-01
16629,Masaki,Papastamatiou,Technique Leader,2000-01-18,9999-01-01
16636,Ulf,Luan,Engineer,1997-03-14,9999-01-01
16644,Saniya,Yoshimura,Engineer,1991-12-13,1997-12-12
16655,Teunis,Hartvigsen,Engineer,1992-11-30,1997-11-30
16657,Yongdong,Heyers,Engineer,1986-07-12,1992-07-11
16658,Florian,Soicher,Senior Staff,1993-01-18,9999-01-01
16668,Rosalie,Mungall,Senior Staff,1997-08-18,9999-01-01
16669,Youpyo,Harnett,Engineer,1990-10-12,1997-10-12
16672,Georgi,Peris,Senior Staff,1993-03-13,9999-01-01
16674,Duke,Takanami,Technique Leader,1988-08-30,9999-01-01
16678,Gill,Lenart,Senior Engineer,1998-06-02,9999-01-01
16679,Domenick,Cummings,Engineer,1994-07-17,9999-01-01
16680,Sanjay,Improta,Engineer,1998-02-09,9999-01-01
16683,Hatem,Ghandeharizadeh,Senior Engineer,1986-11-19,9999-01-01
16686,Francoise,Linnainmaa,Senior Staff,1996-07-10,9999-01-01
16692,Maria,Perelgut,Engineer,1998-05-19,9999-01-01
16695,Chaosheng,Thiran,Staff,1998-09-22,9999-01-01
16698,Udaiprakash,Decleir,Engineer,1996-01-06,9999-01-01
16704,Mohan,Coors,Senior Staff,1997-04-28,9999-01-01
16716,Ramachenga,Zumaque,Assistant Engineer,1991-02-02,2000-02-02
16719,Sasan,Benantar,Senior Staff,1994-04-25,9999-01-01
16723,Mohd,Randt,Senior Staff,1993-12-24,9999-01-01
16729,Kirk,Broomell,Senior Staff,2001-05-07,9999-01-01
16730,Chinhyun,Engelmann,Senior Engineer,1993-05-16,9999-01-01
16731,Domenico,Versino,Engineer,1986-04-15,1993-04-15
16744,George,Setiz,Senior Engineer,1995-03-25,9999-01-01
16747,Taisook,Cyre,Engineer,1998-02-23,9999-01-01
16751,Lubomir,Molenkamp,Technique Leader,1990-05-24,9999-01-01
16756,Charlene,Harnett,Staff,1998-08-16,9999-01-01
16759,Vojin,Masaki,Engineer,1987-01-10,1992-01-10
16766,Vatsa,Brendel,Senior Engineer,1990-08-20,9999-01-01
16772,Baruch,Giveon,Senior Staff,1999-10-27,9999-01-01
16776,Gil,Azevdeo,Senior Staff,1991-12-05,9999-01-01
16778,Filipp,Scallan,Engineer,1990-10-25,1996-10-24
16779,Shooichi,Vandervoorde,Senior Staff,1998-04-08,9999-01-01
16782,Premsyl,Redmiles,Senior Staff,1994-01-03,9999-01-01
16783,Takahira,Spataro,Senior Staff,1996-12-24,9999-01-01
16786,Irene,Candan,Senior Staff,2001-03-03,9999-01-01
16799,Shigeichiro,Bamford,Engineer,1986-04-26,1994-04-26
16801,Gila,Strooper,Senior Engineer,1987-12-16,9999-01-01
16803,Ziva,Rohrbach,Assistant Engineer,1985-03-14,1994-03-14
16806,Sreekrishna,Dayana,Senior Staff,1990-07-20,9999-01-01
16808,Kiyokazu,Katiyar,Senior Staff,1995-11-10,9999-01-01
16828,Bernd,Etalle,Engineer,1993-12-15,9999-01-01
16829,Pintsang,Collavizza,Senior Staff,1992-09-08,9999-01-01
16838,Martien,Cronin,Staff,1996-05-23,9999-01-01
16843,Maya,Junet,Engineer,1999-12-22,9999-01-01
16851,Leon,Stasinski,Senior Staff,1992-03-10,9999-01-01
16852,Yefim,Fontet,Engineer,1985-05-14,1993-05-14
16856,Yefim,Schaad,Senior Staff,2000-08-31,9999-01-01
16859,Chikara,Heping,Senior Staff,1999-02-28,9999-01-01
16862,JiYoung,Eppinger,Engineer,1987-04-27,1992-04-26
16864,Candido,Gecsel,Assistant Engineer,1987-10-29,1996-10-28
16869,Yakkov,Huttel,Senior Staff,1998-12-19,9999-01-01
16871,Munir,Stiles,Engineer,1986-08-23,1993-08-23
16875,Nikolaos,Radhakrishnan,Engineer,1997-10-26,9999-01-01
16880,Honesty,Bresenham,Technique Leader,1986-08-24,9999-01-01
16889,Arve,Pardalos,Senior Staff,1996-08-03,9999-01-01
16894,Francesca,Smeets,Senior Staff,1995-02-05,9999-01-01
16895,Dines,Murtagh,Senior Staff,2000-11-07,9999-01-01
16896,Taisook,Bazzichi,Senior Engineer,1992-12-12,9999-01-01
16897,Charlene,Ebeling,Technique Leader,1989-09-13,9999-01-01
16901,Gopalakrishnan,Flasterstein,Senior Engineer,1995-10-16,9999-01-01
16902,Aiman,Isaak,Assistant Engineer,1992-04-29,1999-04-30
16910,Kazunori,Botman,Senior Engineer,1986-05-29,9999-01-01
16915,Xianlong,Candan,Engineer,1994-10-31,1999-10-31
16917,Olivera,Peron,Senior Staff,2002-02-02,9999-01-01
16919,Tesuya,Yurov,Engineer,1999-09-08,9999-01-01
16921,Evgueni,Yeung,Senior Staff,1988-01-21,9999-01-01
16933,Lokesh,Pardalos,Staff,1997-08-30,9999-01-01
16934,Collette,Sanella,Engineer,1995-06-22,9999-01-01
16938,Shmuel,Shigei,Engineer,1998-08-21,9999-01-01
16944,Yuguang,Shobatake,Staff,1996-07-30,9999-01-01
16952,Shimshon,Velardi,Engineer,1992-08-12,1999-08-13
16954,Akhilish,Apsitis,Senior Staff,1995-08-06,9999-01-01
16955,Sangeeta,Marrakchi,Senior Staff,2001-03-14,9999-01-01
16969,Sanjit,Braccini,Engineer,1988-10-26,1997-10-26
16979,Xiaoqiu,Preusig,Engineer,1996-01-04,9999-01-01
16986,Hirochika,Gecseg,Senior Engineer,1993-05-09,9999-01-01
16988,Xiong,Peron,Senior Staff,1990-12-29,9999-01-01
16993,Hongzue,Dahlbom,Senior Staff,1993-02-12,9999-01-01
16999,Bezalel,Sadowsky,Senior Staff,2001-12-22,9999-01-01
17007,Muzhong,Fujisawa,Staff,1996-11-13,9999-01-01
17011,Nagui,Granlund,Staff,1996-08-15,9999-01-01
17012,Valdiodio,Petereit,Senior Engineer,1998-11-02,9999-01-01
17014,Sadun,Waterhouse,Senior Staff,1999-06-01,9999-01-01
17018,Berhard,Tasistro,Engineer,1986-02-20,1993-02-20
17024,Ewing,Siepmann,Engineer,1987-07-12,1993-07-11
17034,Heng,Rehfuss,Engineer,1998-12-08,9999-01-01
17040,Kazuhisa,Bhattacharjee,Assistant Engineer,1998-03-01,9999-01-01
17041,Nishit,Montemayor,Senior Staff,1993-01-18,9999-01-01
17044,Persi,Tiemann,Engineer,1991-06-03,2000-06-02
17046,Fay,Kornyak,Engineer,1987-07-22,1993-07-21
17048,Christoph,Murthy,Engineer,1988-10-09,1993-10-09
17055,Marin,Wixon,Senior Engineer,1988-08-06,9999-01-01
17059,Tamiya,Atrawala,Engineer,1991-02-14,1999-02-14
17062,Shai,Laurillard,Staff,1997-01-14,9999-01-01
17063,Anoosh,Thiran,Senior Staff,1992-12-12,9999-01-01
17066,Heping,Ruther,Engineer,1987-02-27,1996-02-27
17068,Bodh,Gopalakrishnan,Assistant Engineer,1994-09-01,9999-01-01
17072,Richara,Bala,Senior Staff,1997-12-15,9999-01-01
17076,Gudjon,Hitomi,Senior Engineer,1987-01-04,9999-01-01
17078,Gill,Hinsberger,Senior Staff,1990-11-29,9999-01-01
17080,Jianhui,Petereit,Engineer,1995-02-04,2001-02-03
17081,Weiru,Murtafg,Engineer,1985-12-28,1992-12-28
17085,Ramzi,Litvinov,Senior Engineer,1993-09-11,9999-01-01
17089,Rafail,Erman,Senior Staff,1991-04-10,9999-01-01
17090,Jaana,Akaboshi,Engineer,1989-06-10,1995-06-10
17092,Atreye,Lalonde,Staff,2000-01-18,9999-01-01
17093,Niteen,Oppitz,Assistant Engineer,1999-07-17,9999-01-01
17098,Xuedong,Gelosh,Senior Engineer,1998-08-26,9999-01-01
17100,Gila,Luef,Engineer,1995-04-14,9999-01-01
17101,Sandeepan,Compeau,Engineer,1988-01-18,1995-01-18
17102,Radhika,Garnick,Staff,1998-01-16,9999-01-01
17103,Takahiro,Feldmann,Engineer,1988-10-07,1993-10-07
17118,Marke,Felder,Engineer,1991-04-06,1998-04-06
17120,Yifei,Polupanov,Senior Staff,1993-02-08,9999-01-01
17123,Aruna,Beausoleil,Senior Staff,1996-07-02,9999-01-01
17125,Akhilish,Zweizig,Assistant Engineer,1985-10-17,1993-10-17
17126,Matk,Schapire,Senior Staff,2000-02-20,9999-01-01
17128,Wuxu,Baba,Engineer,1991-12-14,1997-12-13
17132,Shrikanth,Passafiume,Senior Staff,1998-07-15,9999-01-01
17141,Ingmar,Kadhim,Senior Engineer,1996-03-03,9999-01-01
17143,Ziyad,Munke,Senior Engineer,1985-09-10,9999-01-01
17146,Aemilian,Barbanera,Staff,1996-07-01,9999-01-01
17148,Venkatesan,Rissanen,Engineer,1996-10-23,9999-01-01
17157,Kristian,Ghandeharizadeh,Senior Staff,2000-01-01,9999-01-01
17158,Danai,Vecchio,Engineer,1993-02-14,1998-02-14
17159,Quingbo,Mitchem,Engineer,1987-10-22,1995-10-22
17160,Shay,Montemayor,Senior Engineer,1988-02-22,9999-01-01
17163,Yurii,Papsdorf,Senior Engineer,1988-03-12,9999-01-01
17169,Kaijung,Yeung,Senior Staff,1995-11-07,9999-01-01
17172,Conrado,Riexinger,Engineer,1995-06-18,2002-06-18
17179,Kellyn,Angel,Engineer,1996-03-12,9999-01-01
17181,Weiyi,Pepe,Senior Staff,2001-08-31,9999-01-01
17191,Nobuyoshi,Baer,Senior Engineer,1990-07-17,9999-01-01
17199,Vasilis,Guardalben,Senior Staff,2001-01-26,9999-01-01
17200,Mostafa,Chiola,Engineer,1992-12-02,1999-12-03
17214,Danel,Angelov,Technique Leader,1991-08-18,9999-01-01
17215,Junichi,Langford,Engineer,1989-06-17,1996-06-17
17220,Lorien,Panwar,Engineer,1991-01-04,2000-01-04
17222,Leen,Muchinsky,Engineer,1987-10-04,1994-10-04
17227,Magdalena,Compeau,Engineer,1996-02-06,9999-01-01
17228,Ult,Kirkerud,Engineer,1999-09-27,9999-01-01
17230,Gift,Eldridge,Senior Staff,1992-03-10,9999-01-01
17235,Ronnie,Rissanen,Engineer,1992-03-24,1998-03-24
17236,Matk,Merro,Engineer,1987-02-02,1994-02-02
17243,Ishfaq,Demke,Staff,1996-03-16,9999-01-01
17245,Neven,Milicia,Staff,1995-01-12,9999-01-01
17255,Guozhong,Krybus,Staff,1997-04-16,9999-01-01
17260,Abdulah,Famili,Assistant Engineer,1987-05-18,1995-05-18
17268,Sven,Luef,Senior Staff,1997-12-22,9999-01-01
17276,Sorina,Range,Staff,1995-07-19,9999-01-01
17277,Arnd,Hopewell,Senior Engineer,1987-08-25,9999-01-01
17279,Pramod,Braccini,Senior Staff,2000-01-08,9999-01-01
17280,Xuejia,Merle,Engineer,1993-01-03,2000-01-04
17284,Gita,Willoner,Senior Staff,1995-01-30,9999-01-01
17285,Mario,Weiland,Senior Staff,2001-03-26,9999-01-01
17287,Ute,Lindqvist,Engineer,1998-05-06,9999-01-01
17291,Heather,Berendt,Senior Staff,1999-01-05,9999-01-01
17294,Shrikanth,Pietrzykowski,Engineer,1987-08-17,1994-08-17
17303,Zvonko,Rajcani,Senior Engineer,1994-03-11,9999-01-01
17305,Danai,Czaja,Staff,1998-07-18,9999-01-01
17308,Sanjit,Thiran,Senior Staff,1992-07-30,9999-01-01
17314,Guther,Hofstetter,Senior Engineer,1991-09-21,9999-01-01
17316,Krassimir,Zolotykh,Engineer,1997-01-21,9999-01-01
17325,Heng,Veeraraghavan,Engineer,1993-10-31,9999-01-01
17326,Arumugam,Ramsay,Senior Engineer,1986-02-28,9999-01-01
17327,Yongmin,Gihr,Senior Staff,1995-06-04,9999-01-01
17329,Shaunak,Tyugu,Senior Engineer,1998-07-21,9999-01-01
17333,Snehasis,Lanzelotte,Engineer,1992-07-11,2000-07-11
17335,Shakhar,Kusakabe,Staff,1998-03-26,9999-01-01
17336,Shigenori,Chaudhuri,Engineer,1988-02-25,1993-02-24
17339,Fan,Mullainathan,Assistant Engineer,1991-10-03,1999-10-03
17340,Yurii,Brookman,Senior Staff,1992-07-05,9999-01-01
17352,Muneo,Katiyar,Senior Staff,1997-05-06,9999-01-01
17355,Mingzeng,Weisert,Engineer,1988-08-31,1993-08-31
17364,Xuejun,Mikschl,Senior Engineer,1991-02-22,9999-01-01
17379,Hongzhu,Ruemmler,Engineer,1997-01-19,9999-01-01
17384,Youngkon,Nooteboom,Senior Staff,1997-04-04,9999-01-01
17386,Hilary,Lamba,Engineer,1998-08-07,9999-01-01
17387,Shir,Serra,Staff,1997-12-31,9999-01-01
17391,Selwyn,Pews,Engineer,1992-07-03,1998-07-03
17396,Valeri,Henders,Engineer,1987-06-14,1995-06-14
17397,Kenroku,Hardjono,Senior Engineer,1986-09-15,9999-01-01
17407,Surveyors,Worfolk,Senior Staff,2000-11-12,9999-01-01
17412,Leni,Vilarrasa,Staff,1999-12-27,9999-01-01
17413,Dhritiman,Brookman,Engineer,1996-08-03,2001-08-03
17414,Mototsugu,Gihr,Technique Leader,1999-09-17,9999-01-01
17415,Shaleah,Bernatsky,Engineer,1992-01-15,1998-01-14
17419,Lucien,Piancastelli,Engineer,1997-03-04,9999-01-01
17423,Adly,Demir,Technique Leader,1997-09-03,9999-01-01
17436,Chirstian,Munawer,Senior Staff,1985-08-12,9999-01-01
17439,Aemilian,Basagni,Engineer,1998-10-07,9999-01-01
17440,Hugh,Rosch,Senior Staff,1999-07-07,9999-01-01
17448,Makato,Belinskaya,Engineer,1987-02-04,1995-02-04
17457,Chaoyi,Skrikant,Engineer,1991-01-03,1998-01-03
17463,Tremaine,Lamparter,Senior Staff,1998-10-29,9999-01-01
17466,Yagil,Peron,Senior Staff,1999-11-12,9999-01-01
17468,Abdelghani,Irland,Senior Staff,1996-06-13,9999-01-01
17470,Genevieve,Lichtner,Senior Engineer,1986-07-23,9999-01-01
17472,Murthy,Verhoeff,Senior Staff,1998-12-09,9999-01-01
17474,Serenella,Baik,Engineer,1990-06-03,1995-06-03
17476,Mingsen,Gelosh,Engineer,1989-08-04,1994-08-04
17479,Nechama,Shokrollahi,Assistant Engineer,1993-06-13,1998-06-13
17482,Basant,Bottner,Staff,1995-03-28,9999-01-01
17483,Sudhanshu,Zolotykh,Engineer,1989-09-05,1994-09-05
17487,Gully,Staudhammer,Assistant Engineer,1990-07-31,1998-07-31
17488,Leah,Billingsley,Engineer,1994-11-06,2000-11-05
17489,Karlis,Vigier,Senior Staff,1994-08-13,9999-01-01
17497,Adin,Bahi,Engineer,1989-11-25,1995-11-25
17500,Jinya,Bratsberg,Technique Leader,1988-09-25,9999-01-01
17505,Gunilla,Moffat,Engineer,1987-02-21,1994-02-21
17512,Frederique,Hofmeyr,Engineer,1998-01-05,9999-01-01
17513,Spyrose,Barreiro,Staff,1997-11-01,9999-01-01
17520,Shahab,Keohane,Engineer,1988-08-08,1997-08-08
17523,Piyawadee,Engberts,Staff,1996-06-18,9999-01-01
17525,Srinidhi,Vecchi,Technique Leader,1990-10-18,9999-01-01
17526,Jungsoon,Kornyak,Engineer,1994-12-30,9999-01-01
17534,Indrajit,Crelier,Senior Staff,1996-12-20,9999-01-01
17539,Cathie,Uhrik,Engineer,1990-12-27,1999-12-27
17542,Dzung,Asser,Senior Staff,1995-09-21,9999-01-01
17544,Kien,Marletta,Engineer,1988-07-08,1995-07-09
17551,Mark,Foote,Engineer,1998-10-04,9999-01-01
17552,Pradeep,Neiman,Senior Staff,1997-03-26,9999-01-01
17555,Pranay,Sessa,Senior Engineer,1993-03-14,9999-01-01
17556,Makato,Tsukuda,Senior Staff,2000-07-22,9999-01-01
17559,Annemarie,Papastamatiou,Senior Engineer,1993-09-04,9999-01-01
17562,Kristof,Iacovou,Engineer,1993-04-05,2001-04-05
17568,Fay,Barreiro,Engineer,1993-01-05,2001-01-05
17571,Achilleas,Shackel,Engineer,1996-02-14,9999-01-01
17573,Berthier,Deverell,Senior Staff,1993-04-04,9999-01-01
17576,Behnaam,Krybus,Senior Engineer,1988-02-06,9999-01-01
17582,Kauko,Spieker,Senior Engineer,1988-10-28,9999-01-01
17584,Emdad,Coorg,Senior Staff,1994-03-15,9999-01-01
17586,Lein,Halevi,Senior Staff,1999-08-07,9999-01-01
17593,Shigehito,Cherinka,Engineer,1991-09-13,1999-09-13
17596,Vatsa,Garnick,Engineer,1996-12-04,9999-01-01
17611,Janche,Luit,Senior Staff,1993-05-26,9999-01-01
17621,Adil,Lukaszewicz,Senior Engineer,1993-06-14,9999-01-01
17629,Mostafa,Winter,Senior Staff,1987-11-22,9999-01-01
17638,Stabislas,Frezza,Engineer,1990-03-19,1998-03-19
17644,Mats,Akazan,Senior Staff,2001-04-08,9999-01-01
17647,Vasilis,Swab,Senior Staff,1995-08-04,9999-01-01
17648,Naftali,Zumaque,Engineer,1999-03-02,9999-01-01
17651,Mokhtar,Kamble,Senior Staff,1989-08-18,9999-01-01
17657,Thanasis,Zucker,Assistant Engineer,1989-06-18,1997-06-18
17667,Poorav,Kambil,Engineer,1992-04-09,1999-04-10
17670,Elrique,Spinelli,Senior Staff,1995-04-07,9999-01-01
17674,Adib,Braccini,Engineer,1986-03-19,1993-03-19
17676,Venkatesan,Bage,Engineer,1993-08-05,9999-01-01
17677,Mingdong,Ramalingam,Engineer,1992-10-04,2001-10-04
17680,Carrsten,Vickson,Engineer,1990-08-10,1996-08-09
17683,Bernt,Henders,Senior Staff,1998-11-21,9999-01-01
17688,Faiza,Cincotta,Senior Engineer,1987-08-14,9999-01-01
17696,Feiyu,Kusalik,Engineer,1988-12-04,1996-12-04
17699,Radhia,Heping,Engineer,1985-07-21,1993-07-21
17704,Vatsa,Broomell,Senior Staff,2001-11-20,9999-01-01
17705,Toshimo,Mellouli,Technique Leader,1985-08-14,9999-01-01
17711,Owen,Katiyar,Engineer,1997-09-05,9999-01-01
17716,Josyula,Vitiello,Engineer,1988-09-24,1994-09-24
17718,Barton,Yurek,Senior Staff,1989-01-21,9999-01-01
17723,Ramya,Holburn,Senior Staff,2000-10-07,9999-01-01
17728,Tsuneo,Lienhardt,Staff,1998-02-19,9999-01-01
17736,Leif,Bennis,Senior Engineer,1993-11-20,9999-01-01
17742,Tru,Cappelletti,Senior Staff,1986-03-02,9999-01-01
17745,Hatem,Schreiter,Engineer,1985-05-02,1993-05-02
17749,Arif,Underwood,Engineer,1998-09-18,9999-01-01
17751,Mrinalini,Saoudi,Senior Engineer,1996-12-12,9999-01-01
17753,Karoline,Hegner,Senior Engineer,1999-01-01,9999-01-01
17754,Xudong,Bojadziev,Engineer,1993-11-13,1999-11-13
17776,Apostol,Tchuente,Staff,1993-10-20,9999-01-01
17778,Chirstian,Matzov,Senior Staff,1998-02-12,9999-01-01
17783,Adly,Haldar,Senior Staff,1999-08-03,9999-01-01
17788,Baziley,Leivant,Engineer,1990-09-07,1996-09-06
17791,Matt,Stifter,Senior Staff,1988-01-30,9999-01-01
17798,Guangming,Suessmith,Senior Staff,1993-10-15,9999-01-01
17800,Tooru,Brizzi,Senior Staff,1997-02-27,9999-01-01
17803,Mikhail,Parhami,Senior Staff,1989-07-31,9999-01-01
17806,Martins,Guerreiro,Engineer,1995-05-22,2000-05-21
17807,Jianhua,Glowinski,Engineer,1992-07-23,2000-07-23
17811,Steen,McDermid,Engineer,1990-04-25,1996-04-24
17815,Shuji,Wissmann,Assistant Engineer,1991-03-03,1997-03-02
17816,Toshimo,Kenevan,Assistant Engineer,1986-10-06,1992-10-05
17819,Geraldo,Decaestecker,Senior Engineer,1990-04-18,9999-01-01
17824,Navin,Baaz,Senior Engineer,1997-11-21,9999-01-01
17826,Vitali,Fiutem,Senior Engineer,1990-07-24,9999-01-01
17828,Ger,Zolotykh,Engineer,1992-01-24,1997-01-23
17829,Przemyslawa,Whittlesey,Staff,1995-03-10,9999-01-01
17833,Mayumi,Lodder,Senior Staff,1997-10-20,9999-01-01
17834,Zhilian,Fiutem,Engineer,1996-03-16,2002-03-16
17836,Nectarios,Merle,Senior Staff,1997-07-25,9999-01-01
17840,Tonny,Sherertz,Engineer,1985-06-20,1991-06-20
17841,Hilary,Ramaiah,Senior Engineer,1988-06-07,9999-01-01
17849,Mandell,Varker,Senior Staff,1994-05-28,9999-01-01
17854,Shuho,Bazelow,Senior Staff,1991-05-11,9999-01-01
17855,Heejo,Kabayashi,Engineer,1990-12-15,1998-12-15
17861,Vishv,Oxman,Senior Staff,1989-12-05,9999-01-01
17864,Charmane,Grandbois,Engineer,1990-03-11,1995-03-11
17869,Xiaocheng,Prochazka,Assistant Engineer,1995-07-01,9999-01-01
17871,Ebbe,Hedayat,Engineer,1996-07-20,2001-07-20
17874,Rutger,Minakawa,Senior Staff,1999-01-01,9999-01-01
17885,Takanari,Aamodt,Engineer,1998-04-20,9999-01-01
17890,Bodh,Staelin,Engineer,1990-07-21,1997-07-21
17891,Isaac,Luiz,Engineer,1987-05-07,1992-05-06
17900,Sakthirel,Belinskaya,Engineer,1986-03-03,1991-03-03
17907,Kotesh,Bernini,Senior Staff,2000-01-05,9999-01-01
17916,Sukumar,Morrin,Engineer,1991-12-02,2000-12-01
17919,Kiyotoshi,Pluym,Engineer,1995-04-21,2001-04-20
17921,Minghong,Trachtenberg,Senior Staff,2002-02-04,9999-01-01
17925,Adamantios,Baezner,Engineer,1987-03-09,1996-03-08
17938,Sachio,Zucker,Staff,1996-01-11,9999-01-01
17939,Heon,Ibel,Engineer,1992-07-20,1997-07-20
17941,Yakichi,Krohm,Engineer,1998-09-25,9999-01-01
17949,Subbu,Pluym,Engineer,1995-01-07,9999-01-01
17950,Alassane,Genther,Assistant Engineer,1990-07-09,1996-07-08
17956,Ebru,Zobel,Engineer,1990-02-15,1995-02-15
17958,Ramachenga,Turnbull,Technique Leader,1990-02-25,9999-01-01
17963,Danil,Gecsel,Senior Staff,1998-05-16,9999-01-01
17964,Yongqiao,Pintelas,Technique Leader,1994-07-14,9999-01-01
17973,Sanjit,Beidas,Engineer,1987-09-27,1994-09-27
17981,Cordelia,Rande,Staff,1998-10-17,9999-01-01
17984,Kellyn,Roison,Senior Staff,1998-01-24,9999-01-01
17986,Oguz,Angelopoulos,Staff,1994-08-27,9999-01-01
17995,Oldrich,Vickson,Senior Staff,1987-01-05,9999-01-01
18000,Tzvetan,Rajcani,Staff,1999-12-10,9999-01-01
18006,Vidya,Hanabata,Senior Staff,1994-09-03,9999-01-01
18008,Ung,Badr,Engineer,1999-11-11,9999-01-01
18013,Jiong,Shanbhogue,Engineer,1988-06-07,1994-06-07
18016,Somnath,Kaminger,Senior Staff,1994-09-03,9999-01-01
18018,Sasan,Schrooten,Senior Staff,1992-12-10,9999-01-01
18020,Adhemar,Pelz,Senior Staff,1993-03-31,9999-01-01
18022,Maha,Esposito,Engineer,1993-10-17,2000-10-17
18030,Jasminko,Brookner,Senior Engineer,1986-03-19,9999-01-01
18034,Patricio,Hettesheimer,Staff,1998-05-27,9999-01-01
18035,Shmuel,Haumacher,Engineer,1989-05-23,1996-05-23
18040,Franziska,Nitsche,Senior Staff,2002-06-09,9999-01-01
18044,Djenana,Besselaar,Staff,1993-09-26,9999-01-01
18059,Troy,Lueh,Engineer,1992-11-25,2000-11-25
18065,Chriss,Wroclawski,Senior Staff,1986-06-18,9999-01-01
18069,Angus,Kambil,Engineer,1998-06-09,9999-01-01
18075,Lein,Goodrum,Senior Engineer,1986-02-22,9999-01-01
18080,Satyanarayana,Rosar,Engineer,1992-12-16,2000-12-16
18096,Sven,Manders,Engineer,1993-01-19,1998-01-19
